CHROM	START	END	gc	map
chr4	6500001	7000000	0.488787	0.977859
chr4	7000001	7500000	0.526655	0.985074
chr4	7500001	8000000	0.506033	0.991046
chr4	8000001	8500000	0.534831	0.98612
chr4	8500001	9000000	0.501889	0.933055
chr4	10000001	10500000	0.450345	0.989346
chr4	10500001	11000000	0.403233	0.971414
chr4	11000001	11500000	0.400779	0.929985
chr4	11500001	12000000	0.378989	0.957023
chr4	12000001	12500000	0.367923	0.952173
chr4	12500001	13000000	0.377901	0.96753
chr4	13000001	13500000	0.389955	0.979083
chr4	13500001	14000000	0.406537	0.973432
chr4	14000001	14500000	0.385647	0.946891
chr4	14500001	15000000	0.392009	0.9628
chr4	15000001	15500000	0.393915	0.967492
chr4	15500001	16000000	0.410959	0.972851
chr4	16000001	16500000	0.409031	0.973506
chr4	16500001	17000000	0.403049	0.96711
chr4	17000001	17500000	0.408687	0.984995
chr4	17500001	18000000	0.406773	0.973782
chr4	18000001	18500000	0.383127	0.963623
chr4	18500001	19000000	0.370129	0.979407
chr4	19000001	19500000	0.361021	0.965261
chr4	19500001	20000000	0.366825	0.967983
chr4	20000001	20500000	0.362345	0.988406
chr4	20500001	21000000	0.380703	0.969255
chr4	21000001	21500000	0.377007	0.952076
chr4	21500001	22000000	0.375147	0.983057
chr4	22000001	22500000	0.382257	0.958321
chr4	22500001	23000000	0.388543	0.976158
chr4	23000001	23500000	0.365769	0.991864
chr4	23500001	24000000	0.381151	0.964833
chr4	24000001	24500000	0.411645	0.986399
chr4	24500001	25000000	0.421977	0.975603
chr4	25000001	25500000	0.417027	0.987455
chr4	25500001	26000000	0.447605	0.991013
chr4	26000001	26500000	0.423293	0.985097
chr4	26500001	27000000	0.381725	0.950655
chr4	27000001	27500000	0.395633	0.960587
chr4	27500001	28000000	0.354067	0.991394
chr4	28000001	28500000	0.356913	0.98585
chr4	28500001	29000000	0.353921	0.987612
chr4	29000001	29500000	0.342775	0.989587
chr4	29500001	30000000	0.343665	0.978214
chr4	30000001	30500000	0.348123	0.988037
chr4	30500001	31000000	0.360519	0.991422
chr4	31000001	31500000	0.355687	0.991152
chr4	31500001	32000000	0.336847	0.991841
chr4	32000001	32500000	0.349427	0.982662
chr4	32500001	33000000	0.340121	0.988813
chr4	33000001	33500000	0.348719	0.989498
chr4	33500001	34000000	0.348729	0.983501
chr4	34000001	34500000	0.343537	0.988216
chr4	34500001	35000000	0.341423	0.985664
chr4	35000001	35500000	0.348845	0.985757
chr4	35500001	36000000	0.350813	0.974119
chr4	36000001	36500000	0.362633	0.98353
chr4	36500001	37000000	0.366483	0.977072
chr4	37000001	37500000	0.383153	0.973203
chr4	37500001	38000000	0.420639	0.973288
chr4	38000001	38500000	0.422327	0.972512
chr4	38500001	39000000	0.419063	0.983394
chr4	39000001	39500000	0.396543	0.977972
chr4	39500001	40000000	0.421469	0.9771
chr4	40000001	40500000	0.428755	0.984804
chr4	40500001	41000000	0.433359	0.978523
chr4	41000001	41500000	0.411917	0.970034
chr4	41500001	42000000	0.403337	0.989606
chr4	42000001	42500000	0.407393	0.982335
chr4	42500001	43000000	0.376897	0.98085
chr4	43000001	43500000	0.361413	0.969999
chr4	43500001	44000000	0.355641	0.953685
chr4	44000001	44500000	0.358131	0.968662
chr4	44500001	45000000	0.363645	0.969364
chr4	45000001	45500000	0.351429	0.980713
chr4	45500001	46000000	0.354027	0.964381
chr4	46000001	46500000	0.351653	0.967308
chr4	46500001	47000000	0.363781	0.966324
chr4	47000001	47500000	0.367637	0.973932
chr4	47500001	48000000	0.379891	0.984232
chr4	48000001	48500000	0.398789	0.956168
chr4	48500001	49000000	0.386755	0.954741
chr4	52000001	52500000	0.397161	0.926785
chr4	52500001	53000000	0.420423	0.934775
chr4	53000001	53500000	0.385145	0.915193
chr4	53500001	54000000	0.413367	0.941848
chr4	54000001	54500000	0.415817	0.967333
chr4	54500001	55000000	0.406823	0.974456
chr4	55000001	55500000	0.396873	0.96277
chr4	55500001	56000000	0.385977	0.958615
chr4	56000001	56500000	0.402139	0.966505
chr4	56500001	57000000	0.434101	0.97415
chr4	57000001	57500000	0.408381	0.974379
chr4	57500001	58000000	0.372399	0.916665
chr4	58000001	58500000	0.362685	0.957283
chr4	58500001	59000000	0.310837	0.972356
chr4	59000001	59500000	0.345695	0.944871
chr4	59500001	60000000	0.349973	0.968789
chr4	60000001	60500000	0.346689	0.970738
chr4	60500001	61000000	0.350933	0.960665
chr4	61000001	61500000	0.354585	0.966797
chr4	61500001	62000000	0.358571	0.948293
chr4	62000001	62500000	0.355551	0.981524
chr4	62500001	63000000	0.347157	0.96141
chr4	63000001	63500000	0.347795	0.947232
chr4	63500001	64000000	0.338937	0.964588
chr4	64000001	64500000	0.346261	0.979359
chr4	64500001	65000000	0.347025	0.950933
chr4	65000001	65500000	0.346045	0.947697
chr4	65500001	66000000	0.343827	0.962209
chr4	66000001	66500000	0.347075	0.965819
chr4	66500001	67000000	0.354971	0.972699
chr4	67000001	67500000	0.377179	0.946584
chr4	67500001	68000000	0.368409	0.972788
chr4	68000001	68500000	0.371093	0.960538
chr4	68500001	69000000	0.363069	0.928407
chr4	69500001	70000000	0.357549	0.959691
chr4	70000001	70500000	0.355867	0.938177
chr4	70500001	71000000	0.398255	0.985718
chr4	71000001	71500000	0.384113	0.926436
chr4	71500001	72000000	0.368077	0.974426
chr4	72000001	72500000	0.361215	0.954765
chr4	72500001	73000000	0.378593	0.935549
chr4	73000001	73500000	0.374295	0.978345
chr4	73500001	74000000	0.376673	0.965031
chr4	74000001	74500000	0.368129	0.947004
chr4	74500001	75000000	0.377967	0.973139
chr4	75000001	75500000	0.393605	0.905797
chr4	75500001	76000000	0.406801	0.979457
chr4	76000001	76500000	0.400715	0.980304
chr4	76500001	77000000	0.414819	0.985693
chr4	77000001	77500000	0.421793	0.973775
chr4	77500001	78000000	0.387499	0.958073
chr4	78000001	78500000	0.396149	0.930411
chr4	78500001	79000000	0.384727	0.972543
chr4	79000001	79500000	0.363895	0.972731
chr4	79500001	80000000	0.356261	0.941064
chr4	80000001	80500000	0.375953	0.982156
chr4	80500001	81000000	0.352225	0.961589
chr4	81000001	81500000	0.383367	0.96611
chr4	81500001	82000000	0.389167	0.976047
chr4	82000001	82500000	0.403955	0.941893
chr4	82500001	83000000	0.413539	0.986493
chr4	83000001	83500000	0.414739	0.963591
chr4	83500001	84000000	0.388151	0.978774
chr4	84000001	84500000	0.382255	0.955928
chr4	84500001	85000000	0.378683	0.970348
chr4	85000001	85500000	0.374329	0.972837
chr4	85500001	86000000	0.367181	0.961749
chr4	86000001	86500000	0.372613	0.940467
chr4	86500001	87000000	0.388207	0.955835
chr4	87000001	87500000	0.397571	0.975904
chr4	87500001	88000000	0.389125	0.945567
chr4	88000001	88500000	0.409495	0.984597
chr4	88500001	89000000	0.385883	0.967221
chr4	89000001	89500000	0.383027	0.973796
chr4	89500001	90000000	0.362723	0.981313
chr4	90000001	90500000	0.357655	0.949121
chr4	90500001	91000000	0.347825	0.968945
chr4	91000001	91500000	0.352239	0.943563
chr4	91500001	92000000	0.352703	0.944283
chr4	92000001	92500000	0.355707	0.960264
chr4	92500001	93000000	0.342297	0.975651
chr4	93000001	93500000	0.344577	0.985809
chr4	93500001	94000000	0.367271	0.93796
chr4	94000001	94500000	0.377655	0.94024
chr4	94500001	95000000	0.374065	0.973277
chr4	95000001	95500000	0.372699	0.964609
chr4	95500001	96000000	0.363919	0.960352
chr4	96000001	96500000	0.352471	0.972256
chr4	96500001	97000000	0.354001	0.968275
chr4	97000001	97500000	0.358875	0.964342
chr4	97500001	98000000	0.355737	0.930389
chr4	98000001	98500000	0.373395	0.961059
chr4	98500001	99000000	0.404185	0.96467
chr4	99000001	99500000	0.385427	0.944975
chr4	99500001	100000000	0.382995	0.977652
chr4	100000001	100500000	0.375537	0.964531
chr4	100500001	101000000	0.365849	0.975995
chr4	101000001	101500000	0.363123	0.978809
chr4	101500001	102000000	0.363055	0.970259
chr4	102000001	102500000	0.379171	0.954207
chr4	102500001	103000000	0.383971	0.926544
chr4	103000001	103500000	0.372959	0.956472
chr4	103500001	104000000	0.358949	0.925251
chr4	104000001	104500000	0.347883	0.959866
chr4	104500001	105000000	0.364525	0.955331
chr4	105000001	105500000	0.372587	0.958984
chr4	105500001	106000000	0.368079	0.965835
chr4	106000001	106500000	0.364825	0.955603
chr4	106500001	107000000	0.362079	0.9318
chr4	107000001	107500000	0.365959	0.971501
chr4	107500001	108000000	0.386021	0.976524
chr4	108000001	108500000	0.405353	0.975866
chr4	108500001	109000000	0.390119	0.977226
chr4	109000001	109500000	0.380533	0.981008
chr4	109500001	110000000	0.396219	0.959313
chr4	110000001	110500000	0.401947	0.953396
chr4	110500001	111000000	0.373287	0.957215
chr4	111000001	111500000	0.358729	0.92666
chr4	111500001	112000000	0.355945	0.967735
chr4	112000001	112500000	0.389177	0.955468
chr4	112500001	113000000	0.396753	0.974366
chr4	113000001	113500000	0.370117	0.970416
chr4	113500001	114000000	0.362787	0.978741
chr4	114000001	114500000	0.363217	0.976727
chr4	114500001	115000000	0.356255	0.988233
chr4	115000001	115500000	0.344111	0.974176
chr4	115500001	116000000	0.340565	0.974473
chr4	116000001	116500000	0.343057	0.96881
chr4	116500001	117000000	0.343483	0.978584
chr4	117000001	117500000	0.343725	0.975464
chr4	117500001	118000000	0.357665	0.94924
chr4	119500001	120000000	0.366097	0.964309
chr4	120000001	120500000	0.361997	0.97049
chr4	120500001	121000000	0.371953	0.95774
chr4	121000001	121500000	0.377959	0.98557
chr4	121500001	122000000	0.384563	0.980473
chr4	122000001	122500000	0.364433	0.953872
chr4	122500001	123000000	0.390789	0.961281
chr4	123000001	123500000	0.382883	0.966694
chr4	123500001	124000000	0.377785	0.972259
chr4	124000001	124500000	0.361541	0.950261
chr4	124500001	125000000	0.357251	0.982451
chr4	125000001	125500000	0.351251	0.989055
chr4	125500001	126000000	0.355119	0.972792
chr4	126000001	126500000	0.349661	0.972105
chr4	126500001	127000000	0.354269	0.959518
chr4	127000001	127500000	0.371519	0.947182
chr4	127500001	128000000	0.379545	0.934825
chr4	128000001	128500000	0.400477	0.964704
chr4	128500001	129000000	0.403727	0.974521
chr4	129000001	129500000	0.372385	0.963955
chr4	129500001	130000000	0.355017	0.955488
chr4	130000001	130500000	0.351253	0.971283
chr4	130500001	131000000	0.345207	0.982466
chr4	131000001	131500000	0.345227	0.960371
chr4	132000001	132500000	0.345459	0.970489
chr4	132500001	133000000	0.344059	0.967671
chr4	133000001	133500000	0.343647	0.985035
chr4	133500001	134000000	0.348911	0.976519
chr4	134000001	134500000	0.343903	0.972836
chr4	134500001	135000000	0.345683	0.966631
chr4	135000001	135500000	0.345507	0.948872
chr4	135500001	136000000	0.339219	0.985286
chr4	136000001	136500000	0.342187	0.978061
chr4	136500001	137000000	0.355127	0.995215
chr4	137000001	137500000	0.349175	0.985768
chr4	137500001	138000000	0.353971	0.967657
chr4	138000001	138500000	0.369665	0.987442
chr4	138500001	139000000	0.405279	0.958042
chr4	139000001	139500000	0.408583	0.976035
chr4	139500001	140000000	0.423539	0.987679
chr4	140000001	140500000	0.399789	0.969008
chr4	140500001	141000000	0.399733	0.952378
chr4	141000001	141500000	0.380465	0.963886
chr4	141500001	142000000	0.368625	0.95565
chr4	142000001	142500000	0.363817	0.974603
chr4	142500001	143000000	0.368627	0.957052
chr4	143000001	143500000	0.384743	0.962754
chr4	144500001	145000000	0.375831	0.953385
chr4	145000001	145500000	0.387555	0.951457
chr4	145500001	146000000	0.402387	0.966749
chr4	146000001	146500000	0.386365	0.973165
chr4	146500001	147000000	0.378291	0.94283
chr4	147000001	147500000	0.379009	0.958812
chr4	147500001	148000000	0.405039	0.983474
chr4	148000001	148500000	0.389445	0.972779
chr4	148500001	149000000	0.376185	0.975175
chr4	149000001	149500000	0.365711	0.961883
chr4	149500001	150000000	0.362059	0.947883
chr4	150000001	150500000	0.381025	0.987979
chr4	150500001	151000000	0.362855	0.971542
chr4	151000001	151500000	0.410697	0.977319
chr4	151500001	152000000	0.417379	0.971923
chr4	152000001	152500000	0.399191	0.99226
chr4	152500001	153000000	0.408863	0.973823
chr4	153000001	153500000	0.424761	0.989269
chr4	153500001	154000000	0.405397	0.97966
chr4	154000001	154500000	0.388039	0.977259
chr4	154500001	155000000	0.380249	0.980775
chr4	155000001	155500000	0.371981	0.973337
chr4	155500001	156000000	0.371161	0.988108
chr4	156000001	156500000	0.357541	0.96454
chr4	156500001	157000000	0.362817	0.986024
chr4	157000001	157500000	0.351649	0.968464
chr4	157500001	158000000	0.358165	0.967835
chr4	158000001	158500000	0.372939	0.944124
chr4	158500001	159000000	0.396511	0.960813
chr4	159000001	159500000	0.389243	0.984476
chr4	159500001	160000000	0.375525	0.946693
chr4	160000001	160500000	0.359833	0.959222
chr4	160500001	161000000	0.342635	0.959903
chr4	161000001	161500000	0.348893	0.979795
chr4	161500001	162000000	0.338379	0.970126
chr4	162000001	162500000	0.343153	0.988906
chr4	162500001	163000000	0.360633	0.982548
chr4	163000001	163500000	0.377829	0.963461
chr4	163500001	164000000	0.358997	0.963767
chr4	164000001	164500000	0.354695	0.931465
chr4	164500001	165000000	0.393743	0.933075
chr4	165000001	165500000	0.401491	0.941064
chr4	165500001	166000000	0.372165	0.983356
chr4	166000001	166500000	0.349171	0.962126
chr4	166500001	167000000	0.352569	0.935841
chr4	167000001	167500000	0.351833	0.946957
chr4	167500001	168000000	0.358113	0.966876
chr4	168000001	168500000	0.369355	0.975966
chr4	168500001	169000000	0.397753	0.987682
chr4	169000001	169500000	0.400547	0.974206
chr4	169500001	170000000	0.393247	0.960938
chr4	170000001	170500000	0.388179	0.932767
chr4	170500001	171000000	0.354269	0.960071
chr4	171000001	171500000	0.344277	0.988553
chr4	171500001	172000000	0.358511	0.97912
chr4	172000001	172500000	0.354991	0.981377
chr4	172500001	173000000	0.375633	0.987636
chr4	173000001	173500000	0.391837	0.988245
chr4	173500001	174000000	0.385081	0.958882
chr4	174000001	174500000	0.365213	0.98355
chr4	174500001	175000000	0.360829	0.974939
chr4	175000001	175500000	0.362113	0.969124
chr4	175500001	176000000	0.356091	0.981005
chr4	176000001	176500000	0.369731	0.981614
chr4	176500001	177000000	0.365059	0.980583
chr4	177000001	177500000	0.378465	0.989912
chr4	177500001	178000000	0.365251	0.971465
chr4	178000001	178500000	0.350597	0.972744
chr4	178500001	179000000	0.351403	0.973751
chr4	179000001	179500000	0.354727	0.981298
chr4	179500001	180000000	0.358263	0.970878
chr4	180000001	180500000	0.354735	0.983793
chr4	180500001	181000000	0.370489	0.986035
chr4	181000001	181500000	0.373051	0.968739
chr4	181500001	182000000	0.387299	0.975057
chr4	182000001	182500000	0.393603	0.980526
chr4	182500001	183000000	0.413145	0.970837
chr4	183000001	183500000	0.422197	0.975824
chr4	183500001	184000000	0.428383	0.977539
chr4	184000001	184500000	0.437331	0.980852
chr4	184500001	185000000	0.435987	0.97559
chr4	185000001	185500000	0.415107	0.982364
chr4	185500001	186000000	0.405615	0.990118
chr4	186000001	186500000	0.423137	0.948618
chr4	186500001	187000000	0.414297	0.958509
chr4	187000001	187500000	0.390205	0.977408
chr4	187500001	188000000	0.389453	0.96256
chr4	188000001	188500000	0.421529	0.965085
chr4	188500001	189000000	0.379585	0.972555
chr4	189000001	189500000	0.396549	0.94234
chr4	189500001	190000000	0.414055	0.943082
chr5	1	500000	0.498097	0.910535
chr5	1000001	1500000	0.566025	0.97362
chr5	1500001	2000000	0.506931	0.935998
chr5	2000001	2500000	0.458101	0.987431
chr5	2500001	3000000	0.444889	0.994184
chr5	3000001	3500000	0.446925	0.973711
chr5	3500001	4000000	0.434067	0.989033
chr5	4000001	4500000	0.403335	0.986325
chr5	4500001	5000000	0.396429	0.968526
chr5	5000001	5500000	0.420133	0.986914
chr5	5500001	6000000	0.418865	0.989629
chr5	6000001	6500000	0.439505	0.994095
chr5	6500001	7000000	0.442123	0.980977
chr5	7000001	7500000	0.402927	0.915816
chr5	7500001	8000000	0.408549	0.983609
chr5	8000001	8500000	0.390179	0.962758
chr5	8500001	9000000	0.380185	0.969854
chr5	9000001	9500000	0.400335	0.976331
chr5	9500001	10000000	0.408423	0.979047
chr5	10000001	10500000	0.432685	0.977101
chr5	10500001	11000000	0.449551	0.98761
chr5	11000001	11500000	0.403665	0.990209
chr5	11500001	12000000	0.376919	0.991471
chr5	12000001	12500000	0.358741	0.973105
chr5	12500001	13000000	0.353437	0.982274
chr5	13000001	13500000	0.367761	0.979919
chr5	13500001	14000000	0.394155	0.984506
chr5	14000001	14500000	0.431549	0.992981
chr5	14500001	15000000	0.432475	0.984326
chr5	15000001	15500000	0.388419	0.959302
chr5	15500001	16000000	0.396421	0.976043
chr5	16000001	16500000	0.398735	0.970525
chr5	16500001	17000000	0.440673	0.967829
chr5	17000001	17500000	0.424467	0.981991
chr5	17500001	18000000	0.350129	0.904045
chr5	18000001	18500000	0.360533	0.968568
chr5	18500001	19000000	0.352291	0.977029
chr5	19000001	19500000	0.351347	0.970915
chr5	19500001	20000000	0.348075	0.981678
chr5	20000001	20500000	0.349965	0.978593
chr5	22500001	23000000	0.352249	0.984507
chr5	23000001	23500000	0.355683	0.991828
chr5	23500001	24000000	0.353221	0.98156
chr5	24000001	24500000	0.353683	0.979967
chr5	24500001	25000000	0.348253	0.985388
chr5	25000001	25500000	0.349609	0.945762
chr5	25500001	26000000	0.348645	0.983357
chr5	26000001	26500000	0.356391	0.970683
chr5	26500001	27000000	0.342249	0.990721
chr5	27000001	27500000	0.344425	0.980937
chr5	27500001	28000000	0.345289	0.978001
chr5	28000001	28500000	0.348687	0.978181
chr5	28500001	29000000	0.349163	0.947381
chr5	29000001	29500000	0.346647	0.954172
chr5	29500001	30000000	0.346461	0.981255
chr5	30000001	30500000	0.353247	0.957825
chr5	30500001	31000000	0.359313	0.970803
chr5	31000001	31500000	0.389009	0.992768
chr5	31500001	32000000	0.444949	0.985594
chr5	32000001	32500000	0.432655	0.980144
chr5	32500001	33000000	0.411335	0.95776
chr5	33000001	33500000	0.383553	0.953147
chr5	33500001	34000000	0.408585	0.977284
chr5	34500001	35000000	0.416379	0.982621
chr5	35000001	35500000	0.397585	0.948692
chr5	35500001	36000000	0.387283	0.971262
chr5	36000001	36500000	0.390573	0.97166
chr5	36500001	37000000	0.386787	0.980078
chr5	37000001	37500000	0.399245	0.943962
chr5	37500001	38000000	0.402275	0.965996
chr5	38000001	38500000	0.415781	0.980484
chr5	38500001	39000000	0.400355	0.980897
chr5	39000001	39500000	0.379081	0.96637
chr5	39500001	40000000	0.370355	0.969571
chr5	40000001	40500000	0.372779	0.977596
chr5	40500001	41000000	0.394137	0.957831
chr5	41000001	41500000	0.374971	0.95112
chr5	41500001	42000000	0.376167	0.957879
chr5	42000001	42500000	0.375305	0.952285
chr5	42500001	43000000	0.391885	0.946754
chr5	43000001	43500000	0.421829	0.944415
chr5	43500001	44000000	0.383731	0.931406
chr5	44000001	44500000	0.363053	0.966385
chr5	44500001	45000000	0.365105	0.953222
chr5	45000001	45500000	0.354755	0.957506
chr5	45500001	46000000	0.359349	0.916166
chr5	46000001	46500000	0.331031	0.950406
chr5	50500001	51000000	0.370117	0.930977
chr5	51000001	51500000	0.362737	0.955188
chr5	51500001	52000000	0.348161	0.964843
chr5	52000001	52500000	0.348189	0.953717
chr5	52500001	53000000	0.369839	0.958265
chr5	53000001	53500000	0.386751	0.961378
chr5	53500001	54000000	0.386255	0.958387
chr5	54000001	54500000	0.392487	0.972108
chr5	54500001	55000000	0.413467	0.970516
chr5	55000001	55500000	0.392491	0.974816
chr5	55500001	56000000	0.401777	0.967018
chr5	56000001	56500000	0.423071	0.968198
chr5	56500001	57000000	0.404183	0.984226
chr5	57000001	57500000	0.410979	0.963429
chr5	57500001	58000000	0.382835	0.965886
chr5	58000001	58500000	0.378383	0.950886
chr5	58500001	59000000	0.387103	0.959404
chr5	59000001	59500000	0.375399	0.972449
chr5	59500001	60000000	0.370867	0.987365
chr5	60000001	60500000	0.374913	0.956586
chr5	60500001	61000000	0.388227	0.940205
chr5	61000001	61500000	0.385761	0.969231
chr5	61500001	62000000	0.412645	0.9893
chr5	62000001	62500000	0.401205	0.956067
chr5	62500001	63000000	0.392475	0.921319
chr5	63000001	63500000	0.363317	0.969935
chr5	63500001	64000000	0.364587	0.950758
chr5	64000001	64500000	0.372593	0.931371
chr5	64500001	65000000	0.372123	0.977013
chr5	65000001	65500000	0.375121	0.960476
chr5	65500001	66000000	0.390851	0.977156
chr5	66000001	66500000	0.392921	0.94361
chr5	66500001	67000000	0.392645	0.989959
chr5	67000001	67500000	0.391277	0.982375
chr5	67500001	68000000	0.380313	0.91019
chr5	68000001	68500000	0.406113	0.979939
chr5	68500001	69000000	0.398617	0.971671
chr5	69000001	69500000	0.424635	0.975737
chr5	71500001	72000000	0.408445	0.958986
chr5	72000001	72500000	0.410449	0.994266
chr5	72500001	73000000	0.397651	0.960824
chr5	73000001	73500000	0.419609	0.989209
chr5	73500001	74000000	0.399147	0.983619
chr5	74000001	74500000	0.409789	0.986666
chr5	74500001	75000000	0.406215	0.977166
chr5	75000001	75500000	0.388997	0.952648
chr5	75500001	76000000	0.385963	0.921693
chr5	76000001	76500000	0.414639	0.957493
chr5	76500001	77000000	0.421715	0.977462
chr5	77000001	77500000	0.406885	0.967568
chr5	77500001	78000000	0.400133	0.975155
chr5	78000001	78500000	0.374857	0.964059
chr5	78500001	79000000	0.421769	0.934374
chr5	79000001	79500000	0.401117	0.972316
chr5	79500001	80000000	0.406807	0.964087
chr5	80000001	80500000	0.422657	0.967323
chr5	80500001	81000000	0.396919	0.973328
chr5	81000001	81500000	0.399509	0.964185
chr5	81500001	82000000	0.384679	0.961401
chr5	82000001	82500000	0.387339	0.949737
chr5	82500001	83000000	0.383269	0.95417
chr5	83000001	83500000	0.362557	0.964358
chr5	83500001	84000000	0.367253	0.978585
chr5	84000001	84500000	0.354947	0.968913
chr5	84500001	85000000	0.348013	0.979587
chr5	85000001	85500000	0.341173	0.977317
chr5	85500001	86000000	0.344313	0.968471
chr5	86000001	86500000	0.348751	0.944649
chr5	86500001	87000000	0.360043	0.961879
chr5	87000001	87500000	0.370405	0.973489
chr5	87500001	88000000	0.359941	0.974462
chr5	88000001	88500000	0.369831	0.956089
chr5	88500001	89000000	0.370623	0.97111
chr5	89000001	89500000	0.359905	0.988974
chr5	89500001	90000000	0.357205	0.975286
chr5	90000001	90500000	0.372035	0.945579
chr5	90500001	91000000	0.368381	0.938529
chr5	91000001	91500000	0.390759	0.991315
chr5	91500001	92000000	0.353835	0.977265
chr5	92000001	92500000	0.345561	0.955311
chr5	92500001	93000000	0.352411	0.981938
chr5	93000001	93500000	0.374287	0.944347
chr5	93500001	94000000	0.371303	0.96617
chr5	94000001	94500000	0.368407	0.984262
chr5	94500001	95000000	0.367365	0.988612
chr5	95000001	95500000	0.377909	0.968512
chr5	95500001	96000000	0.392301	0.98869
chr5	96000001	96500000	0.381597	0.966733
chr5	96500001	97000000	0.393285	0.982465
chr5	97000001	97500000	0.379363	0.967277
chr5	97500001	98000000	0.365411	0.923029
chr5	98000001	98500000	0.368385	0.948829
chr5	98500001	99000000	0.376389	0.970439
chr5	99000001	99500000	0.369269	0.905017
chr5	100500001	101000000	0.357693	0.954249
chr5	101000001	101500000	0.343395	0.939976
chr5	101500001	102000000	0.356045	0.960534
chr5	102000001	102500000	0.361629	0.936799
chr5	102500001	103000000	0.365313	0.97126
chr5	103000001	103500000	0.369947	0.975399
chr5	103500001	104000000	0.364927	0.989236
chr5	104000001	104500000	0.349013	0.951023
chr5	104500001	105000000	0.348901	0.970119
chr5	105000001	105500000	0.338081	0.974848
chr5	105500001	106000000	0.344357	0.9781
chr5	106000001	106500000	0.345245	0.979859
chr5	106500001	107000000	0.350909	0.930489
chr5	107000001	107500000	0.370909	0.996174
chr5	107500001	108000000	0.380829	0.99606
chr5	108000001	108500000	0.362611	0.983257
chr5	108500001	109000000	0.378489	0.973995
chr5	109000001	109500000	0.381279	0.938922
chr5	109500001	110000000	0.379533	0.975015
chr5	110000001	110500000	0.372443	0.975879
chr5	110500001	111000000	0.365967	0.942135
chr5	111000001	111500000	0.370901	0.953011
chr5	111500001	112000000	0.387141	0.956127
chr5	112000001	112500000	0.389785	0.966713
chr5	112500001	113000000	0.401493	0.982724
chr5	113000001	113500000	0.413103	0.97622
chr5	113500001	114000000	0.382637	0.972336
chr5	114000001	114500000	0.377653	0.970099
chr5	114500001	115000000	0.380857	0.944715
chr5	115000001	115500000	0.393027	0.965299
chr5	115500001	116000000	0.384865	0.981125
chr5	116000001	116500000	0.382849	0.965578
chr5	116500001	117000000	0.397333	0.985932
chr5	117000001	117500000	0.363067	0.970027
chr5	117500001	118000000	0.356437	0.959403
chr5	118000001	118500000	0.360427	0.970075
chr5	118500001	119000000	0.381471	0.971531
chr5	119000001	119500000	0.392137	0.975379
chr5	119500001	120000000	0.371355	0.949543
chr5	120000001	120500000	0.359605	0.943453
chr5	120500001	121000000	0.354645	0.967729
chr5	121000001	121500000	0.347877	0.954208
chr5	121500001	122000000	0.357287	0.964563
chr5	122000001	122500000	0.383415	0.953487
chr5	122500001	123000000	0.391357	0.954831
chr5	123000001	123500000	0.391027	0.967824
chr5	123500001	124000000	0.367941	0.978073
chr5	124000001	124500000	0.382659	0.972814
chr5	124500001	125000000	0.404167	0.98483
chr5	125000001	125500000	0.375999	0.978977
chr5	125500001	126000000	0.360997	0.961079
chr5	126000001	126500000	0.383217	0.969402
chr5	126500001	127000000	0.427827	0.950584
chr5	127000001	127500000	0.390929	0.965737
chr5	127500001	128000000	0.387537	0.961462
chr5	128000001	128500000	0.370579	0.975984
chr5	128500001	129000000	0.373765	0.964057
chr5	129000001	129500000	0.363405	0.968891
chr5	129500001	130000000	0.358193	0.962277
chr5	130000001	130500000	0.360057	0.974396
chr5	130500001	131000000	0.373939	0.923195
chr5	131000001	131500000	0.391801	0.938422
chr5	131500001	132000000	0.393007	0.968433
chr5	132000001	132500000	0.463063	0.972343
chr5	132500001	133000000	0.427773	0.970299
chr5	133000001	133500000	0.461673	0.971752
chr5	133500001	134000000	0.454155	0.979077
chr5	134000001	134500000	0.454001	0.982114
chr5	134500001	135000000	0.444503	0.977168
chr5	135000001	135500000	0.474991	0.987877
chr5	135500001	136000000	0.439443	0.991626
chr5	136000001	136500000	0.421293	0.979272
chr5	136500001	137000000	0.395097	0.942824
chr5	137000001	137500000	0.428463	0.975295
chr5	137500001	138000000	0.410137	0.958801
chr5	138000001	138500000	0.449161	0.979062
chr5	138500001	139000000	0.447807	0.97726
chr5	139000001	139500000	0.450911	0.964248
chr5	139500001	140000000	0.496429	0.984153
chr5	140000001	140500000	0.426203	0.981752
chr5	140500001	141000000	0.419021	0.96525
chr5	141000001	141500000	0.416113	0.959347
chr5	141500001	142000000	0.474915	0.991081
chr5	142000001	142500000	0.450695	0.976273
chr5	142500001	143000000	0.431567	0.984926
chr5	143000001	143500000	0.402315	0.991712
chr5	143500001	144000000	0.391675	0.982654
chr5	144000001	144500000	0.379261	0.973149
chr5	144500001	145000000	0.366817	0.925941
chr5	145000001	145500000	0.372103	0.956053
chr5	145500001	146000000	0.394269	0.972538
chr5	146000001	146500000	0.405827	0.988455
chr5	146500001	147000000	0.399039	0.973425
chr5	147000001	147500000	0.392413	0.973236
chr5	147500001	148000000	0.385481	0.955674
chr5	148000001	148500000	0.367965	0.954669
chr5	148500001	149000000	0.400923	0.95186
chr5	149000001	149500000	0.451591	0.989865
chr5	149500001	150000000	0.448033	0.985989
chr5	150000001	150500000	0.503213	0.991319
chr5	150500001	151000000	0.435645	0.968191
chr5	151000001	151500000	0.454489	0.985164
